Sequence	Order	Species	BOLD	GenBank
34462	Lepidoptera	Heliconius cydno	GBLN4851-14	KJ174742
34463	Lepidoptera	Heliconius cydno	GBLN4852-14	KJ174743
34464	Lepidoptera	Heliconius cydno	GBLN4854-14	KJ174745
34465	Lepidoptera	Heliconius cydno	GBLN4855-14	KJ174746
34466	Lepidoptera	Heliconius cydno	GBLN4856-14	KJ174747
34467	Lepidoptera	Heliconius cydno	GBLN4857-14	KJ174748
34468	Lepidoptera	Heliconius cydno	GBLN4858-14	KJ174749
34469	Lepidoptera	Heliconius cydno	GBLN4859-14	KJ174750
34470	Lepidoptera	Heliconius cydno	GBLN4860-14	KJ174751
34471	Lepidoptera	Heliconius cydno	GBLN4861-14	KJ174752
34472	Lepidoptera	Heliconius cydno	GBLN4862-14	KJ174753
34473	Lepidoptera	Heliconius cydno	GBLN4863-14	KJ174754
34474	Lepidoptera	Heliconius cydno	GBLN4864-14	KJ174755
34475	Lepidoptera	Heliconius cydno	GBLN4865-14	KJ174756
34476	Lepidoptera	Heliconius cydno	GBLN4866-14	KJ174757
34477	Lepidoptera	Heliconius cydno	GBLN4867-14	KJ174758
34478	Lepidoptera	Heliconius cydno	GBMNA10180-19	KM208636
34479	Lepidoptera	Heliconius cydno	GBMND21866-21	MT786991
34480	Lepidoptera	Heliconius cydno	GBMTG3387-16	NC_024864
34481	Lepidoptera	Heliconius cydno	SPMIS198-22	NA
34482	Lepidoptera	Heliconius elevatus	GBGL18947-15	KP074789
34483	Lepidoptera	Heliconius elevatus	GBGL18948-15	KP074790
34484	Lepidoptera	Heliconius elevatus	GBGL18949-15	KP074791
34485	Lepidoptera	Heliconius elevatus	GBGL18950-15	KP074792
34486	Lepidoptera	Heliconius elevatus	GBLN918-07	AM709821
34487	Lepidoptera	Heliconius elevatus	SPMIS199-22	NA
34488	Lepidoptera	Heliconius erato	BCIBT1168-13	KP848945
34489	Lepidoptera	Heliconius erato	BCIBT1171-13	KP848942
34490	Lepidoptera	Heliconius erato	BCIBT1184-13	KP848944
34491	Lepidoptera	Heliconius erato	BCIBT1188-13	KP848943
34492	Lepidoptera	Heliconius erato	BCIBT1210-13	KP848939
34493	Lepidoptera	Heliconius erato	BCIBT1229-13	KP848940
34494	Lepidoptera	Heliconius erato	BCIBT1230-13	KP848941
34495	Lepidoptera	Heliconius erato	BCIBT124-09	HM416477
34496	Lepidoptera	Heliconius erato	BCIBT165-09	HM416516
34497	Lepidoptera	Heliconius erato	BCIBT167-09	HM416518
34498	Lepidoptera	Heliconius erato	BCIBT181-09	HM416531
34499	Lepidoptera	Heliconius erato	BCIBT288-10	HM883456
34500	Lepidoptera	Heliconius erato	BCIBT605-11	KP848938
34501	Lepidoptera	Heliconius erato	BCIBT099-09	HM416455
34502	Lepidoptera	Heliconius erato	GBGL11420-12	JX512070
34503	Lepidoptera	Heliconius erato	GBGL11435-12	JX512085
34504	Lepidoptera	Heliconius erato	GBGL11438-12	JX512088
34505	Lepidoptera	Heliconius erato	GBGL11441-12	JX512091
34506	Lepidoptera	Heliconius erato	GBGL11448-12	JX512098
34507	Lepidoptera	Heliconius erato	GBGL11486-12	JX512136
34508	Lepidoptera	Heliconius erato	GBGL11487-12	JX512137
34509	Lepidoptera	Heliconius erato	GBGL11525-12	JX512175
34510	Lepidoptera	Heliconius erato	GBGL18951-15	KP074779
34511	Lepidoptera	Heliconius erato	GBGL18952-15	KP074780
34512	Lepidoptera	Heliconius erato	GBGL18953-15	KP074781
34513	Lepidoptera	Heliconius erato	GBGL18954-15	KP074782
34514	Lepidoptera	Heliconius erato	GBGL18955-15	KP074783
34515	Lepidoptera	Heliconius erato	GBGL18956-15	KP074785
34516	Lepidoptera	Heliconius erato	GBGL18957-15	KP074786
34517	Lepidoptera	Heliconius erato	GBGL18958-15	KP074787
34518	Lepidoptera	Heliconius erato	GBGL18959-15	KP074793
34519	Lepidoptera	Heliconius erato	GBGL18960-15	KP074794
34520	Lepidoptera	Heliconius erato	GBGL9717-12	HM051696
34521	Lepidoptera	Heliconius erato	GBGL9718-12	HM051697
34522	Lepidoptera	Heliconius erato	GBGL9719-12	HM051698
34523	Lepidoptera	Heliconius erato	GBGL9720-12	HM051699
34524	Lepidoptera	Heliconius erato	GBGL9721-12	HM051700
34525	Lepidoptera	Heliconius erato	GBGL9722-12	HM051701
34526	Lepidoptera	Heliconius erato	GBGL9723-12	HM051702
34527	Lepidoptera	Heliconius erato	GBGL9724-12	HM051703
34528	Lepidoptera	Heliconius erato	GBGL9725-12	HM051704
34529	Lepidoptera	Heliconius erato	GBGL9726-12	HM051705
34530	Lepidoptera	Heliconius erato	GBLN2043-09	EU330441
34531	Lepidoptera	Heliconius erato	GBLN5620-15	KM012963
34532	Lepidoptera	Heliconius erato	LEPAR248-11	MF547126
34533	Lepidoptera	Heliconius erato	LEPAR253-11	MF547021
34534	Lepidoptera	Heliconius erato	LEPAR268-11	MF546230
34535	Lepidoptera	Heliconius erato	LEPAR287-11	MF545613
34536	Lepidoptera	Heliconius erato	LEPAR314-11	MF546167
34537	Lepidoptera	Heliconius erato	LEPAR349-11	MF546292
34538	Lepidoptera	Heliconius erato	LEPAR680-11	MF545633
34539	Lepidoptera	Heliconius erato	LEPAR889-11	MF547208
34540	Lepidoptera	Heliconius erato	LEPIG047-11	MF547256
34541	Lepidoptera	Heliconius erato	LEPIG085-11	MF546211
34542	Lepidoptera	Heliconius erato	LEPIG207-11	MF546216
34543	Lepidoptera	Heliconius erato	LEPPA317-12	MF546897
34544	Lepidoptera	Heliconius erato	LEPPA349-12	MF545730
34545	Lepidoptera	Heliconius erato	LEPPA358-12	MF545637
34546	Lepidoptera	Heliconius erato	LEPPA767-13	MF546445
34547	Lepidoptera	Heliconius erato	LEPPA777-13	MF546746
34548	Lepidoptera	Heliconius erato	LNOA026-16	MZ335321
34549	Lepidoptera	Heliconius erato	LNOA1017-16	MZ335429
34550	Lepidoptera	Heliconius erato	LNOA1034-16	MZ335055
34551	Lepidoptera	Heliconius erato	LNOA1038-16	MZ335449
34552	Lepidoptera	Heliconius erato	LNOA111-16	MZ335296
34553	Lepidoptera	Heliconius erato	LNOA141-16	MZ335615
34554	Lepidoptera	Heliconius erato	LNOA367-16	MZ335842
34555	Lepidoptera	Heliconius erato	LNOA377-16	MZ335386
34556	Lepidoptera	Heliconius erato	LNOA735-16	MZ335505
34557	Lepidoptera	Heliconius erato	LNOA738-16	MZ335242
34558	Lepidoptera	Heliconius erato	LNOA747-16	MZ335534
34559	Lepidoptera	Heliconius erato	LNOA832-16	MZ335089
34560	Lepidoptera	Heliconius erato	LNOA857-16	MZ335703
34561	Lepidoptera	Heliconius erato	LNOA885-16	MZ335750
34562	Lepidoptera	Heliconius erato	LPYPA066-08	JN201292
34563	Lepidoptera	Heliconius erato	LYPAP825-09	GU659481
34564	Lepidoptera	Heliconius erato	LYPAP826-09	GU659482
34565	Lepidoptera	Heliconius erato	LYPAP827-09	GU659483
34566	Lepidoptera	Heliconius erato	LYPAP828-09	GU659476
34567	Lepidoptera	Heliconius erato	LYPAP829-09	GU659477
34568	Lepidoptera	Heliconius erato	LYPAP830-09	GU659478
34569	Lepidoptera	Heliconius erato	LYPAP831-09	GU659479
34570	Lepidoptera	Heliconius erato	LYPAP832-09	GU659472
34571	Lepidoptera	Heliconius erato	LYPAP833-09	GU659473
34572	Lepidoptera	Heliconius erato	LYPAP834-09	GU659474
34573	Lepidoptera	Heliconius erato	LYPAP835-09	GU659475
34574	Lepidoptera	Heliconius erato	LYPAP836-09	GU659468
34575	Lepidoptera	Heliconius heurippa	GBGL18974-15	KP074805
34576	Lepidoptera	Heliconius heurippa	GBGL18975-15	KP074806
34577	Lepidoptera	Heliconius heurippa	GBGL18976-15	KP074807
34578	Lepidoptera	Heliconius heurippa	GBLN4869-14	KJ174819
34579	Lepidoptera	Heliconius heurippa	GBLN4870-14	KJ174820
34580	Lepidoptera	Heliconius heurippa	GBLN4871-14	KJ174821
34581	Lepidoptera	Heliconius heurippa	GBLN4872-14	KJ174822
34582	Lepidoptera	Heliconius heurippa	GBLN4873-14	KJ174823
34583	Lepidoptera	Heliconius heurippa	GBLN4874-14	KJ174824
34584	Lepidoptera	Heliconius heurippa	GBLN4875-14	KJ174825
34585	Lepidoptera	Heliconius heurippa	GBLN4876-14	KJ174826
34586	Lepidoptera	Heliconius heurippa	GBLN4877-14	KJ174827
34587	Lepidoptera	Heliconius heurippa	SPMIS202-22	NA
34588	Lepidoptera	Heliconius himera	GBGL18979-15	KP074811
34589	Lepidoptera	Heliconius ismenius	ASARD2680-12	NA
34590	Lepidoptera	Heliconius ismenius	ASARD2682-12	NA
34591	Lepidoptera	Heliconius ismenius	ASARD2684-12	NA
34592	Lepidoptera	Heliconius ismenius	ASARD2685-12	NA
34593	Lepidoptera	Heliconius ismenius	BCIBT1187-13	KP848956
34594	Lepidoptera	Heliconius ismenius	BCIBT1195-13	KP848951
34595	Lepidoptera	Heliconius ismenius	BCIBT1673-13	KP848955
34596	Lepidoptera	Heliconius ismenius	BCIBT626-11	KP848953
34597	Lepidoptera	Heliconius ismenius	BCIBT627-11	KP848954
34598	Lepidoptera	Heliconius ismenius	BCIGE185-10	HM883715
34599	Lepidoptera	Heliconius ismenius	BCIBT1235-13	KP848952
34600	Lepidoptera	Heliconius ismenius	GBGL18980-15	KP074815
34601	Lepidoptera	Heliconius ismenius	GBMNA10181-19	KP294327
34602	Lepidoptera	Heliconius ismenius	GBMTG3529-16	NC_026463
34603	Lepidoptera	Heliconius ismenius	LYPAP937-09	GU659374
34604	Lepidoptera	Heliconius ismenius	LYPAP837-09	GU659469
34605	Lepidoptera	Heliconius ismenius	LYPAP838-09	GU659470
34606	Lepidoptera	Heliconius ismenius	MHAAA086-05	GU334008
34607	Lepidoptera	Heliconius ismenius	MHMYE985-09	GU653917
34608	Lepidoptera	Heliconius ismenius	MHMYE986-09	GU653918
34609	Lepidoptera	Heliconius ismenius	SPMIS203-22	NA
34610	Lepidoptera	Heliconius melpomene	GBGL10039-12	HM052018
34611	Lepidoptera	Heliconius melpomene	GBGL10040-12	HM052019
34612	Lepidoptera	Heliconius melpomene	GBGL10041-12	HM052020
34613	Lepidoptera	Heliconius melpomene	GBGL10042-12	HM052021
34614	Lepidoptera	Heliconius melpomene	GBGL10043-12	HM052022
34615	Lepidoptera	Heliconius melpomene	GBGL10044-12	HM052023
34616	Lepidoptera	Heliconius melpomene	GBGL10045-12	HM052024
34617	Lepidoptera	Heliconius melpomene	GBGL10046-12	HM052025
34618	Lepidoptera	Heliconius melpomene	GBGL10047-12	HM052026
34619	Lepidoptera	Heliconius melpomene	GBGL10048-12	HM052027
34620	Lepidoptera	Heliconius melpomene	GBGL10049-12	HM052028
34621	Lepidoptera	Heliconius melpomene	GBGL10050-12	HM052029
34622	Lepidoptera	Heliconius melpomene	GBGL10051-12	HM052030
34623	Lepidoptera	Heliconius melpomene	GBGL10052-12	HM052031
34624	Lepidoptera	Heliconius melpomene	GBGL10053-12	HM052032
34625	Lepidoptera	Heliconius melpomene	GBGL18984-15	KP074818
34626	Lepidoptera	Heliconius melpomene	GBGL18985-15	KP074819
34627	Lepidoptera	Heliconius melpomene	GBGL18986-15	KP074820
34628	Lepidoptera	Heliconius melpomene	GBGL18987-15	KP074821
34629	Lepidoptera	Heliconius melpomene	GBGL18983-15	KP074817
34630	Lepidoptera	Heliconius melpomene	GBGL18988-15	KP074822
34631	Lepidoptera	Heliconius melpomene	GBGL18989-15	KP074823
34632	Lepidoptera	Heliconius melpomene	GBGL18990-15	KP074824
34633	Lepidoptera	Heliconius melpomene	GBGL18991-15	KP074825
34634	Lepidoptera	Heliconius melpomene	GBGL18992-15	KP074826
34635	Lepidoptera	Heliconius melpomene	GBGL18993-15	KP100653
34636	Lepidoptera	Heliconius melpomene	GBGL18994-15	KP074827
34637	Lepidoptera	Heliconius melpomene	GBLN1973-09	AM709831
34638	Lepidoptera	Heliconius melpomene	GBLN1974-09	AM709830
34639	Lepidoptera	Heliconius melpomene	GBLN1975-09	AM709829
34640	Lepidoptera	Heliconius melpomene	GBLN2040-09	EU449025
34641	Lepidoptera	Heliconius melpomene	GBLN4878-14	KJ174893
34642	Lepidoptera	Heliconius melpomene	GBLN4879-14	KJ174894
34643	Lepidoptera	Heliconius melpomene	GBLN4880-14	KJ174895
34644	Lepidoptera	Heliconius melpomene	GBLN4881-14	KJ174896
34645	Lepidoptera	Heliconius melpomene	GBLN4882-14	KJ174897
34646	Lepidoptera	Heliconius melpomene	GBLN4883-14	KJ174898
34647	Lepidoptera	Heliconius melpomene	GBLN4884-14	KJ174899
34648	Lepidoptera	Heliconius melpomene	GBLN4885-14	KJ174900
34649	Lepidoptera	Heliconius melpomene	GBLN4886-14	KJ174901
34650	Lepidoptera	Heliconius melpomene	GBLN4887-14	KJ174902
34651	Lepidoptera	Heliconius melpomene	GBLN4888-14	KJ174903
34652	Lepidoptera	Heliconius melpomene	GBLN4889-14	KJ174904
34653	Lepidoptera	Heliconius melpomene	GBLN4890-14	KJ174905
34654	Lepidoptera	Heliconius melpomene	GBLN4891-14	KJ174906
34655	Lepidoptera	Heliconius melpomene	GBLN4892-14	KJ174907
34656	Lepidoptera	Heliconius melpomene	GBLN4893-14	KJ174908
34657	Lepidoptera	Heliconius melpomene	GBLN4894-14	KJ174909
34658	Lepidoptera	Heliconius melpomene	GBLN4895-14	KJ174910
34659	Lepidoptera	Heliconius melpomene	GBLN4896-14	KJ174873
34660	Lepidoptera	Heliconius melpomene	GBLN4897-14	KJ174874
34661	Lepidoptera	Heliconius melpomene	GBLN4898-14	KJ174875
34662	Lepidoptera	Heliconius melpomene	GBLN4899-14	KJ174876
34663	Lepidoptera	Heliconius melpomene	GBLN4900-14	KJ174877
34664	Lepidoptera	Heliconius melpomene	GBLN4901-14	KJ174878
34665	Lepidoptera	Heliconius melpomene	GBLN4902-14	KJ174879
34666	Lepidoptera	Heliconius melpomene	GBLN4903-14	KJ174880
34667	Lepidoptera	Heliconius melpomene	GBLN4904-14	KJ174881
34668	Lepidoptera	Heliconius melpomene	GBLN4905-14	KJ174882
34669	Lepidoptera	Heliconius melpomene	GBLN4906-14	KJ174922
34670	Lepidoptera	Heliconius melpomene	GBLN4907-14	KJ174923
34671	Lepidoptera	Heliconius melpomene	GBLN4936-14	KJ174861
34672	Lepidoptera	Heliconius melpomene	GBLN4908-14	KJ174924
34673	Lepidoptera	Heliconius melpomene	GBLN4909-14	KJ174925
34674	Lepidoptera	Heliconius melpomene	GBLN4910-14	KJ174926
34675	Lepidoptera	Heliconius melpomene	GBLN4911-14	KJ174927
34676	Lepidoptera	Heliconius melpomene	GBLN4912-14	KJ174928
34677	Lepidoptera	Heliconius melpomene	GBLN4913-14	KJ174929
34678	Lepidoptera	Heliconius melpomene	GBLN4914-14	KJ174930
34679	Lepidoptera	Heliconius melpomene	GBLN4915-14	KJ174931
34680	Lepidoptera	Heliconius melpomene	GBLN4916-14	KJ174865
34681	Lepidoptera	Heliconius melpomene	GBLN4917-14	KJ174866
34682	Lepidoptera	Heliconius melpomene	GBLN4918-14	KJ174867
34683	Lepidoptera	Heliconius melpomene	GBLN4919-14	KJ174868
34684	Lepidoptera	Heliconius melpomene	GBLN4920-14	KJ174869
34685	Lepidoptera	Heliconius melpomene	GBLN4921-14	KJ174870
34686	Lepidoptera	Heliconius melpomene	GBLN4922-14	KJ174871
34687	Lepidoptera	Heliconius melpomene	GBLN4923-14	KJ174872
34688	Lepidoptera	Heliconius melpomene	GBLN4924-14	KJ174911
34689	Lepidoptera	Heliconius melpomene	GBLN4925-14	KJ174912
34690	Lepidoptera	Heliconius melpomene	GBLN4926-14	KJ174913
34691	Lepidoptera	Heliconius melpomene	GBLN4927-14	KJ174914
34692	Lepidoptera	Heliconius melpomene	GBLN4928-14	KJ174915
34693	Lepidoptera	Heliconius melpomene	GBLN4929-14	KJ174916
34694	Lepidoptera	Heliconius melpomene	GBLN4930-14	KJ174855
34695	Lepidoptera	Heliconius melpomene	GBLN4931-14	KJ174856
34696	Lepidoptera	Heliconius melpomene	GBLN4932-14	KJ174857
34697	Lepidoptera	Heliconius melpomene	GBLN4933-14	KJ174858
34698	Lepidoptera	Heliconius melpomene	GBLN4934-14	KJ174859
34699	Lepidoptera	Heliconius melpomene	GBLN4935-14	KJ174860
34700	Lepidoptera	Heliconius melpomene	GBLN4937-14	KJ174862
34701	Lepidoptera	Heliconius melpomene	GBLN4938-14	KJ174863
34702	Lepidoptera	Heliconius melpomene	GBLN4939-14	KJ174864
34703	Lepidoptera	Heliconius melpomene	GBLN4940-14	KJ174917
34704	Lepidoptera	Heliconius melpomene	GBLN4941-14	KJ174918
34705	Lepidoptera	Heliconius melpomene	GBLN4942-14	KJ174919
34706	Lepidoptera	Heliconius melpomene	GBLN4943-14	KJ174920
34707	Lepidoptera	Heliconius melpomene	GBLN4944-14	KJ174921
34708	Lepidoptera	Heliconius melpomene	GBLN4945-14	KJ174883
34709	Lepidoptera	Heliconius melpomene	GBLN4946-14	KJ174884
34710	Lepidoptera	Heliconius melpomene	GBLN4947-14	KJ174885
34711	Lepidoptera	Heliconius melpomene	GBLN4948-14	KJ174886
34712	Lepidoptera	Heliconius melpomene	GBLN4952-14	KJ174890
34713	Lepidoptera	Heliconius melpomene	GBLN4953-14	KJ174891
34714	Lepidoptera	Heliconius melpomene	GBLN4954-14	KJ174892
34715	Lepidoptera	Heliconius melpomene	GBLN4949-14	KJ174887
34716	Lepidoptera	Heliconius melpomene	GBLN4950-14	KJ174888
34717	Lepidoptera	Heliconius melpomene	GBLN4951-14	KJ174889
34718	Lepidoptera	Heliconius melpomene	GBMNC57282-20	MT224316
34719	Lepidoptera	Heliconius melpomene	GBMNC57283-20	MT180773
34720	Lepidoptera	Heliconius melpomene	TBGS057-09	NA
34721	Lepidoptera	Heliconius melpomene	TBGS061-09	NA
34722	Lepidoptera	Heliconius melpomene	TBGS062-09	NA
34723	Lepidoptera	Heliconius pachinus	ASARD2654-12	NA
34724	Lepidoptera	Heliconius pachinus	ASARD2655-12	NA
34725	Lepidoptera	Heliconius pachinus	ASARD2656-12	NA
34726	Lepidoptera	Heliconius pachinus	ASARD2657-12	NA
34727	Lepidoptera	Heliconius pachinus	ASARD2658-12	NA
34728	Lepidoptera	Heliconius pachinus	GBGL18996-15	KP074829
34729	Lepidoptera	Heliconius pachinus	GBLN4955-14	KJ174811
34730	Lepidoptera	Heliconius pachinus	GBLN4956-14	KJ174812
34731	Lepidoptera	Heliconius pachinus	GBLN4957-14	KJ174813
34732	Lepidoptera	Heliconius pachinus	GBLN4958-14	KJ174814
34733	Lepidoptera	Heliconius pachinus	GBLN4959-14	KJ174815
34734	Lepidoptera	Heliconius pachinus	GBLN4960-14	KJ174816
34735	Lepidoptera	Heliconius pachinus	GBLN4961-14	KJ174817
34736	Lepidoptera	Heliconius pachinus	GBLN4962-14	KJ174818
34737	Lepidoptera	Heliconius pachinus	GBMNA10178-19	KM014809
34738	Lepidoptera	Heliconius pachinus	GBMTG4000-16	NC_024741
34739	Lepidoptera	Heliconius pachinus	MHAAC377-07	JQ548408
34740	Lepidoptera	Heliconius pachinus	SPMIS204-22	NA
34741	Lepidoptera	Heliconius pardalinus	GBGL10022-12	HM052001
34742	Lepidoptera	Heliconius pardalinus	GBGL10023-12	HM052002
34743	Lepidoptera	Heliconius pardalinus	GBGL10024-12	HM052003
34744	Lepidoptera	Heliconius pardalinus	GBGL10025-12	HM052004
34745	Lepidoptera	Heliconius pardalinus	GBGL10026-12	HM052005
34746	Lepidoptera	Heliconius pardalinus	GBGL10027-12	HM052006
34747	Lepidoptera	Heliconius pardalinus	GBGL10028-12	HM052007
34748	Lepidoptera	Heliconius pardalinus	GBGL18997-15	KP074830
34749	Lepidoptera	Heliconius pardalinus	GBGL18998-15	KP074831
34750	Lepidoptera	Heliconius pardalinus	GBGL18999-15	KP074832
34751	Lepidoptera	Heliconius pardalinus	GBGL19000-15	KP074835
34752	Lepidoptera	Heliconius pardalinus	GBGL19001-15	KP074836
34753	Lepidoptera	Heliconius pardalinus	GBLN917-07	AM709822
34754	Lepidoptera	Heliconius pardalinus	SPMIS205-22	NA
34755	Lepidoptera	Heliconius peruvianus	GBGL19002-15	KP074833
34756	Lepidoptera	Heliconius peruvianus	GBMND21867-21	MW318462
34757	Lepidoptera	Heliconius timareta	GBGL19013-15	KP074848
34758	Lepidoptera	Heliconius timareta	GBGL19014-15	KP074850
34759	Lepidoptera	Heliconius timareta	GBGL19015-15	KP074847
34760	Lepidoptera	Heliconius timareta	GBGL19016-15	KP074849
34761	Lepidoptera	Heliconius timareta	GBGL22846-19	KC435427
34762	Lepidoptera	Heliconius timareta	GBGL22847-19	KC435437
34763	Lepidoptera	Heliconius timareta	GBLN4468-14	KC435428
34764	Lepidoptera	Heliconius timareta	GBLN4469-14	KC435429
34765	Lepidoptera	Heliconius timareta	GBLN4470-14	KC435430
34766	Lepidoptera	Heliconius timareta	GBLN4471-14	KC435431
34767	Lepidoptera	Heliconius timareta	GBLN4472-14	KC435432
34768	Lepidoptera	Heliconius timareta	GBLN4473-14	KC435433
34769	Lepidoptera	Heliconius timareta	GBLN4474-14	KC435434
34770	Lepidoptera	Heliconius timareta	GBLN4475-14	KC435435
34771	Lepidoptera	Heliconius timareta	GBLN4476-14	KC435436
34772	Lepidoptera	Heliconius timareta	GBLN4964-14	KJ174845
34773	Lepidoptera	Heliconius timareta	GBLN4965-14	KJ174846
34774	Lepidoptera	Heliconius timareta	GBLN4966-14	KJ174847
34775	Lepidoptera	Heliconius timareta	GBLN4967-14	KJ174848
34776	Lepidoptera	Heliconius timareta	GBLN4968-14	KJ174849
34777	Lepidoptera	Heliconius timareta	GBLN4969-14	KJ174850
34778	Lepidoptera	Heliconius timareta	GBLN4970-14	KJ174851
34779	Lepidoptera	Heliconius timareta	GBLN4971-14	KJ174852
34780	Lepidoptera	Heliconius timareta	GBLN4972-14	KJ174853
34781	Lepidoptera	Heliconius timareta	GBLN4973-14	KJ174854
34782	Lepidoptera	Heliconius timareta	GBLN4974-14	KJ174828
34783	Lepidoptera	Heliconius timareta	GBLN4975-14	KJ174829
34784	Lepidoptera	Heliconius timareta	GBLN4976-14	KJ174830
34785	Lepidoptera	Heliconius timareta	GBLN4977-14	KJ174831
34786	Lepidoptera	Heliconius timareta	GBLN4978-14	KJ174832
34787	Lepidoptera	Heliconius timareta	GBLN4979-14	KJ174833
34788	Lepidoptera	Heliconius timareta	GBLN4980-14	KJ174834
34789	Lepidoptera	Heliconius timareta	GBLN4981-14	KJ174835
34790	Lepidoptera	Heliconius timareta	GBLN4982-14	KJ174836
34791	Lepidoptera	Heliconius timareta	GBLN4983-14	KJ174837
34792	Lepidoptera	Heliconius timareta	GBLN4984-14	KJ174838
34793	Lepidoptera	Heliconius timareta	GBLN4985-14	KJ174839
34794	Lepidoptera	Heliconius timareta	GBLN4986-14	KJ174840
34795	Lepidoptera	Heliconius timareta	GBLN4987-14	KJ174841
34796	Lepidoptera	Heliconius timareta	GBLN4988-14	KJ174842
34797	Lepidoptera	Heliconius timareta	GBLN4989-14	KJ174843
34798	Lepidoptera	Heliconius timareta	GBLN4990-14	KJ174844
34799	Lepidoptera	Heliconius timareta	SPMIS206-22	NA
34800	Lepidoptera	Heliconius tristero	GBGL19017-15	KP074851
34801	Lepidoptera	Heliconius tristero	GBLN4205-14	KC435444
34802	Lepidoptera	Heliconius tristero	GBLN4206-14	KC435445
34803	Lepidoptera	Heliconius tristero	GBLN4207-14	KC435446
34804	Lepidoptera	Helicoverpa armigera	AGIMP008-13	NA
34805	Lepidoptera	Helicoverpa armigera	ANICL283-10	HQ951238
34806	Lepidoptera	Helicoverpa armigera	ANICL284-10	HQ951239
34807	Lepidoptera	Helicoverpa armigera	BCMI470-11	NA
34808	Lepidoptera	Helicoverpa armigera	ABOLD246-16	NA
34809	Lepidoptera	Helicoverpa armigera	AGIRI007-17	NA
34810	Lepidoptera	Helicoverpa armigera	ABOLD162-16	NA
34811	Lepidoptera	Helicoverpa armigera	ERINC078-18	NA
34812	Lepidoptera	Helicoverpa armigera	FBLMT866-09	GU654969
34813	Lepidoptera	Helicoverpa armigera	GBGL12680-13	KF022224
34814	Lepidoptera	Helicoverpa armigera	GBGL12935-14	KF661358
34815	Lepidoptera	Helicoverpa armigera	GBGL12936-14	KF661359
34816	Lepidoptera	Helicoverpa armigera	GBGL12937-14	KF661368
34817	Lepidoptera	Helicoverpa armigera	GBGL12938-14	KF661371
34818	Lepidoptera	Helicoverpa armigera	GBGL12939-14	KF661376
34819	Lepidoptera	Helicoverpa armigera	GBGL12940-14	KF661377
34820	Lepidoptera	Helicoverpa armigera	GBGL12941-14	KF661383
34821	Lepidoptera	Helicoverpa armigera	GBGL12942-14	KF661384
34822	Lepidoptera	Helicoverpa armigera	GBGL12943-14	KF661352
34823	Lepidoptera	Helicoverpa armigera	GBGL12944-14	KF661354
34824	Lepidoptera	Helicoverpa armigera	GBGL12945-14	KF661357
34825	Lepidoptera	Helicoverpa armigera	GBGL12946-14	KF661361
34826	Lepidoptera	Helicoverpa armigera	GBGL12947-14	KF661362
34827	Lepidoptera	Helicoverpa armigera	GBGL12948-14	KF661363
34828	Lepidoptera	Helicoverpa armigera	GBGL12949-14	KF661364
34829	Lepidoptera	Helicoverpa armigera	GBGL12950-14	KF661381
34830	Lepidoptera	Helicoverpa armigera	GBGL13894-14	KF661360
34831	Lepidoptera	Helicoverpa armigera	GBGL13895-14	KF661367
34832	Lepidoptera	Helicoverpa armigera	GBGL13896-14	KF661370
34833	Lepidoptera	Helicoverpa armigera	GBGL13897-14	KF661380
34834	Lepidoptera	Helicoverpa armigera	GBGL13898-14	KF661385
34835	Lepidoptera	Helicoverpa armigera	GBGL13899-14	KF661386
34836	Lepidoptera	Helicoverpa armigera	GBGL13900-14	KF661387
34837	Lepidoptera	Helicoverpa armigera	GBGL13901-14	KF661355
34838	Lepidoptera	Helicoverpa armigera	GBGL13902-14	KF661356
34839	Lepidoptera	Helicoverpa armigera	GBGL13903-14	KF661366
34840	Lepidoptera	Helicoverpa armigera	GBGL13904-14	KF661372
34841	Lepidoptera	Helicoverpa armigera	GBGL13905-14	KF661375
34842	Lepidoptera	Helicoverpa armigera	GBGL13906-14	KF661382
34843	Lepidoptera	Helicoverpa armigera	GBGL13907-14	KF661389
34844	Lepidoptera	Helicoverpa armigera	GBGL13908-14	KF661365
34845	Lepidoptera	Helicoverpa armigera	GBGL13909-14	KF661378
34846	Lepidoptera	Helicoverpa armigera	GBGL13910-14	KF661353
34847	Lepidoptera	Helicoverpa armigera	GBGL13911-14	KF661369
